filter,1,2,3,4,5
preprocess_graph_diff,0.002171957865357399,0.015619332902133465,0.06112829176709056,0.20313229132443666,0.4762952080927789
process_closed_form_graph_diff,0.9615846667438745,0.8833431671373546,0.9083255003206432,0.9711774582974613,1.0411845832131803
