filter,1,2,3,4,5
preprocess_graph_diff,0.01008429192006588,0.03749712510034442,0.16558295767754316,0.6122186668217182,1.6616171249188483
process_closed_form_graph_diff,14.904261417221278,15.125609832815826,15.073394584003836,15.216259124688804,15.549100124742836
