filter,1,2,3,4,5
preprocess_graph_diff,0.013607167173177004,0.24159074993804097,2.1691786656156182,20.066821542102844,69.10874591674656
process_closed_form_graph_diff,208.9679226251319,206.02067491598427,206.80199562525377,212.19820587523282,228.00687479088083
