filter,1,2,3,4,5
preprocess_graph_diff,0.0022547091357409954,0.008866624906659126,0.024496208876371384,0.05377512518316507,0.10930708283558488
process_closed_form_graph_diff,1.479491958860308,1.4045495418831706,1.4304430838674307,1.4507744582369924,1.3947344589978456
